Game,Team,Stat,Data
401228256,TB,DP, 1 (Franco-Brosseau-Choi)
401228256,WSH,E," Castro (10, throw); Gomes (6, throw)"
401228248,CLE,DP, 1 (A. Rosario-Bradley)
401228244,LAA,DP," 4 (J. Iglesias-Fletcher-Walsh , Watson-Fletcher-Walsh , Rendon-Fletcher-Walsh , Cishek-J. Iglesias-Walsh)"
401228244,LAA,PB," Suzuki ( 2,)"
401228244,NYY,E," Voit (2, fielding)"
401228250,MIA,DP, 1 (Chisholm Jr.-Rojas-Cooper)
401228250,PHI,E," Segura (6, fielding); Bohm (12, fielding)"
401228255,SEA,E," Crawford (7, throw)"
401228255,SEA,DP, 1 (Crawford-France)
401228255,SEA,PB, Torrens
401228255,TOR,E," Biggio (8, throw); Bichette (12, fielding); Adams (1, throw)"
401228249,BOS,DP," 3 (Pérez-Gonzalez-Chavis , Bogaerts-Gonzalez-Chavis , Devers-Gonzalez-Chavis)"
401228254,SD,DP, 1 (Cronenworth-Tatis Jr.-Profar)
401228252,NYM,E," Reid-Foley (1, throw)"
401228252,ATL,DP, 1 (Fried-Swanson-Freeman)
401228246,BAL,DP, 1 (Mancini-Urías)
401228251,CHW,DP, 1 (Anderson-Abreu)
401228257,TEX,E," White (1, fielding)"
401228257,TEX,PB, Heim
401341953,DET,E," Hill (1, fielding); Short (2, throw)"
401341953,CLE,E," Chang (2, fielding)"
401341953,CLE,DP," 2 (Clement-Bradley , Chang-Bradley)"
401341953,CLE,PB, Rivera
401228267,SEA,DP, 2 (Crawford-Moore-France 2)
401228267,TOR,E," Guerrero Jr. (4, catch)"
401228260,KC,DP," 2 (Merrifield-Lopez-C. Santana , C. Santana-Lopez-Bubic)"
401228260,BOS,E," Gonzalez (8, fielding)"
401228260,BOS,DP, 1 (Gonzalez-Chavis-Santana)
401228264,MIN,E," Polanco (10, throw)"
401228264,MIN,DP," 2 (Simmons-Sanó , Polanco-Sanó)"
401228264,CHW,E," Goodwin (1, throw); Moncada (9, fielding)"
401228264,CHW,DP, 1 (Anderson-Mendick-Grandal)
401228270,TEX,E," King (1, throw)"
401228270,TEX,DP, 1 (Kiner-Falefa-Solak-Lowe)
401228270,OAK,DP, 1 (Pinder-Andrus-Schwindel)
401228261,LAD,DP, 1 (Muncy-Pujols)
401228261,WSH,E," Harrison (7, throw)"
401228263,MIL,DP, 1 (Bradley Jr.-Hiura)
401228263,MIL,Assists, Bradley Jr. (Stallings at 1st base)
401228263,PIT,DP, 1 (Hayes-Newman-Gamel)
401228259,HOU,DP, 2 (R. García-Altuve-Gurriel 2)
401228259,CLE,DP, 1 (Hernandez-Chang-Bradley)
401228266,SD,E," Thompson (1, throw)"
401228266,SD,DP, 1 (Cronenworth-Tatis Jr.-Hosmer)
401228266,CIN,E," Lopez (1, throw)"
401228266,CIN,DP, 1 (Stephenson-India)
401228265,NYM,E," Lugo (1, throw)"
401228269,STL,E," O'Neill (6, throw); DeJong (5, fielding)"
401228269,STL,DP," 2 (Goldschmidt-Arenado , Wainwright-DeJong-Goldschmidt)"
401228269,COL,E," Rodgers (3, fielding)"
401228269,COL,DP, 1 (Rodgers-Story-Cron)
401228268,SF,DP, 1 (Crawford-Solano-Wade Jr)
401228268,ARI,DP, 1 (Escobar-Rojas-P. Smith)
401228281,SD,E," Grisham (3, fielding)"
401228276,LAD,E," Turner (6, throw); Barnes (4, catcher's interference); Muncy (1, fielding); Bellinger (1, fielding)"
401228276,LAD,DP," 2 (Turner-Taylor-Muncy , Taylor-Pujols)"
401228276,WSH,DP, 1 (Robles-Castro)
401228276,WSH,Assists, Robles (Betts at 3rd base)
401228278,PIT,DP," 2 (Hayes-Frazier-Evans , Newman-Evans)"
401228284,TB,E," Patiño (1, throw)"
401228284,TB,PB, Mejía
401228273,DET,E," Schoop (6, catch)"
401228273,DET,DP, 1 (W. Castro-Schoop)
401228274,CIN,E," India (6, dropped foul ball)"
401228275,CLE,DP, 1 (Hernandez-A. Rosario-Bradley)
401228275,CLE,PB, Hedges
401228277,MIA,PB, Alfaro
401228277,ATL,DP, 1 (Swanson-Albies-Freeman)
401228279,MIN,E," Larnach (2, fielding)"
401228279,KC,E," Alberto (5, fielding); Singer (6, throw)"
401228279,KC,DP, 1 (Lopez-Alberto-C. Santana)
401228283,COL,DP," 2 (Story-Rodgers-Cron , Story-Cron)"
401228271,BAL,E," Santander (1, fielding)"
401228271,BAL,DP, 1 (Urías-Valaika-Mountcastle)
401228272,BOS,E," Gonzalez (9, throw)"
401228272,BOS,DP," 2 (Bogaerts-Chavis-Santana , E. Hernández-Vázquez)"
401228272,BOS,Assists, E. Hernández (Brown at Home)
401228272,OAK,DP," 2 (Olson-Andrus-Olson , Chapman-Andrus-Olson)"
401228282,SF,DP, 1 (Flores-Crawford-Wade Jr)
401228282,ARI,E," Ahmed (5, throw)"
401228282,ARI,DP, 2 (Cabrera-Escobar-Walker 2)
401228285,TEX,E," Culberson (5, throw); B. Martin (2, throw)"
401228285,TEX,DP, 1 (Culberson-Solak-Lowe)
401228285,SEA,E," Haniger 2 (2, fielding, throw); France (3, throw)"
401228285,SEA,Assists, Trammell (García at 2nd base)
401228295,NYM,E," Peraza (1, throw); Do. Smith (1, dropped foul ball)"
401228295,NYY,E," Torres (12, throw)"
401228295,NYY,PB, Sánchez
401228299,TB,E," Wendle (5, throw); Lowe (4, fielding)"
401228293,PIT,E," Evans (6, fielding)"
401228296,SD,Assists, Profar (Bohm at Home)
401228296,PHI,DP," 2 (Segura-Gregorius-Hoskins , Bohm-Segura-Hoskins)"
401228288,CHW,DP, 1 (Anderson-Mendick-Sheets)
401228288,DET,DP," 2 (Short-W. Castro-Schoop , W. Castro-Short-Schoop)"
401228289,CHC,DP, 1 (Báez-Rizzo)
401228289,CIN,E," Votto (3, throw)"
401228289,CIN,DP, 1 (Votto-Farmer-Votto)
401228289,CIN,PB, Stephenson
401228292,MIA,E," Berti (7, fielding); Sanchez (1, fielding); Chisholm Jr. (12, fielding)"
401228292,MIA,DP," 3 (Chisholm Jr.-Rojas-Aguilar , Chisholm Jr.-Aguilar , Berti-Panik-Aguilar)"
401228292,ATL,Assists, Almonte (Cooper at 2nd base)
401228294,MIN,E," Arraez (3, throw)"
401228294,MIN,Assists, Celestino (Dozier at Home)
401228294,KC,E," Alberto (6, throw)"
401228294,KC,DP, 1 (Lopez-Alberto-C. Santana)
401228287,BOS,DP," 2 (E. Hernández-Dalbec , Martinez-Vázquez)"
401228287,BOS,Assists, Martinez (Murphy at Home)
401228287,BOS,PB, Vázquez
401228287,OAK,E," Murphy (3, throw); Kemp (4, fielding)"
401228290,HOU,E," Toro (1, fielding)"
401228290,HOU,DP, 1 (Odorizzi-R. García-Gurriel)
401228290,CLE,DP," 3 (Morgan-Hernandez-Bradley , Clement-A. Rosario-Bradley , Hernandez-A. Rosario-Bradley)"
401228291,LAD,DP, 1 (Pujols-Lux-Pujols)
401228291,WSH,E," Harrison (8, throw)"
401228286,BAL,DP, 1 (Urías-Valaika-Mountcastle)
401228286,BAL,PB, Severino
401228286,LAA,DP, 2 (Fletcher-J. Iglesias-Walsh 2)
401228297,SF,E," Crawford (5, throw); Casali (3, catcher's interference); Wade Jr (2, fielding)"
401228297,ARI,DP, 1 (Cabrera-Escobar-Walker)
401228306,LAD,E," Barnes (5, catcher's interference)"
401228306,LAD,DP," 3 (González-Taylor-Muncy , McKinstry-Taylor-Muncy , Lux-Taylor-Muncy)"
401228306,LAD,Assists, Beaty (Bell at 2nd base)
401228308,MIL,E," Peralta (2, fielding)"
401228308,PIT,DP, 1 (Evans-Perez-Frazier)
401228311,SD,E," Profar (3, fielding)"
401228311,SD,DP," 4 (Snell-Cronenworth-Hosmer , Machado-Cronenworth-Hosmer 3)"
401228311,PHI,DP," 3 (Torreyes-Segura-Hoskins , Bohm-Segura-Hoskins 2)"
401228314,TB,E," Franco (2, fielding)"
401228314,TB,PB, Zunino
401228314,TOR,E," Bichette 2 (14, fielding, throw)"
401228314,TOR,Assists, Hernández (Meadows at 3rd base)
401228303,CHW,DP, 1 (Eaton-Abreu)
401228303,CHW,Assists, Eaton (Candelario at 1st base)
401228303,DET,DP," 2 (Short-H. Castro-Schoop , H. Castro-Short-Schoop)"
401228304,CHC,DP, 1 (Hoerner-Báez-Rizzo)
401228304,CIN,E," Suárez (14, fielding)"
401228304,CIN,DP," 3 (Suárez-India-Votto 2, Miley-India-Votto)"
401228304,CIN,Assists, Naquin (Contreras at 2nd base)
401228305,HOU,DP, 1 (Raley-Correa)
401228305,CLE,E," Clase (1, fielding)"
401228307,MIA,DP, 1 (Panik-Rojas-Aguilar)
401343977,NYM,E," Lindor (6, fielding)"
401343977,NYM,DP," 2 (Lindor-McNeil-Alonso , Guillorme-Alonso)"
401343977,NYY,E," Urshela (6, throw); Judge (2, throw)"
401343977,NYY,Assists, Judge (Nimmo at 2nd base)
401228313,STL,DP," 2 (Arenado-Carpenter-Goldschmidt , DeJong-Arenado-Carpenter)"
401228313,COL,DP, 1 (Story-Fuentes)
401228301,LAA,DP, 1 (Fletcher-J. Iglesias-Walsh)
401228302,OAK,E," Andrus (10, fielding)"
401228302,OAK,DP, 1 (Kemp-Andrus-Olson)
401228315,TEX,DP, 1 (Lowe-Kiner-Falefa-Kennedy)
401228312,SF,DP," 2 (Solano-Estrada-Ruf , Ruf-Estrada-DeSclafani)"
401228312,SF,Assists, Duggar (Reddick at 2nd base)
401228325,STL,DP, 1 (Carpenter-Sosa-Goldschmidt)
401228325,SF,DP, 1 (Davis-Ruf)
401228325,SF,Assists, Davis (Carpenter at 1st base)
401228322,LAD,E," Smith (5, throw); McKinstry (4, throw)"
401228322,LAD,DP, 1 (Turner-McKinstry-Pujols)
401228322,MIA,E," Panik (6, fielding); Berti (8, throw)"
401228322,MIA,PB, Alfaro
401228318,CHW,DP, 1 (Fry-García-Abreu)
401228318,MIN,E," Arraez (4, throw)"
401228318,MIN,DP, 1 (Arraez-Kirilloff)
401228316,ATL,E," Acuña Jr. (2, throw)"
401228316,PIT,E," Evans (7, fielding)"
401228316,PIT,DP, 2 (Hayes-Frazier-Nogowski 2)
401228320,CLE,DP, 1 (J. Ramírez-Hernandez-Bradley)
401228320,TB,E," Lowe (5, throw); Franco (3, throw)"
401228320,TB,DP, 1 (Lowe-Franco-Choi)
401228323,MIL,DP, 1 (Urías-Peterson-Hiura)
401228323,NYM,DP, 1 (McNeil-Villar-Alonso)
401228321,DET,DP, 1 (Short-W. Castro-Schoop)
401228321,TEX,E," Kiner-Falefa (10, fielding); Lowe 2 (4, fielding, throw)"
401228324,PHI,E," Segura (7, fielding)"
401228324,PHI,DP, 1 (Segura-Gregorius-Hoskins)
401228324,CHC,E," Sogard (1, fielding)"
401228324,CHC,DP, 1 (Báez-Rizzo)
401228319,KC,E," Alberto (7, fielding)"
401228319,KC,DP," 3 (Lopez-Merrifield-C. Santana , Alberto-Merrifield-C. Santana , Lopez-Merrifield-C. Santana)"
401228317,BOS,Assists, E. Hernández (Stassi at 2nd base); Santana (Rojas at Home)
401228317,BOS,PB, Vázquez
401228317,LAA,E," Rengifo (6, throw)"
401228317,LAA,PB, Stassi
401228326,WSH,E," Castro (11, fielding)"
401228326,WSH,DP, 1 (Lester-Escobar)
401228326,SD,E," Tatis Jr. (18, fielding)"
401228327,PIT,DP, 2 (Difo-Frazier-Nogowski 2)
401228340,TOR,E," Bichette (15, throw)"
401228340,BAL,DP, 1 (Urías-Valaika-Mountcastle)
401228334,LAD,E," Smith (6, throw)"
401228334,MIA,E," Aguilar (6, throw); Cooper (1, fielding)"
401228334,MIA,DP," 2 (Aguilar-Rojas-Aguilar , Rojas-Panik-Aguilar)"
401228333,DET,E," Haase (3, fielding)"
401228338,CHC,E," Pederson (1, fielding); Báez (15, fielding); Contreras (3, catcher's interference)"
401228329,CHW,DP, 1 (Moncada-García-Abreu)
401228329,MIN,E," Sanó (6, fielding); Simmons (8, fielding); Jeffers (1, throw)"
401228330,CIN,E," Suárez (15, fielding); Aquino (2, throw); India (7, throw)"
401228330,CIN,DP, 1 (Farmer-India-Votto)
401228330,CIN,PB, Stephenson
401228330,KC,DP," 2 (Alberto-Lopez-C. Santana , Dozier-Alberto-C. Santana)"
401228337,HOU,E," Maldonado (5, throw)"
401228337,HOU,DP, 1 (Toro-Altuve-Gurriel)
401228337,HOU,Assists, Straw (Pinder at Home)
401228328,BOS,DP, 1 (Devers-Bogaerts-Santana)
401228328,LAA,PB, Stassi
401228339,SF,DP, 1 (Wade Jr-Solano-Wade Jr)
401228341,SD,Assists, Profar (Castro at Home)
401228342,ATL,DP, 1 (Swanson-Adrianza-Freeman)
401228342,PIT,E," Difo (4, throw)"
401228342,PIT,DP, 1 (Nogowski-Frazier-Tucker)
401228344,MIN,E," Larnach (3, fielding)"
401228344,MIN,DP," 3 (Arraez-Simmons-Kirilloff , Simmons-Kirilloff , Simmons-Polanco-Kirilloff)"
401228348,DET,DP, 1 (H. Castro-Short-Schoop)
401228348,TEX,E," Gibson (1, throw)"
401228348,TEX,DP, 1 (Culberson-White-Lowe)
401228348,TEX,Assists, Gallo (H. Castro at 3rd base)
401228345,CIN,E," India (8, throw)"
401228345,CIN,DP, 1 (Gray-Stephenson-India)
401228345,KC,DP, 1 (Merrifield-Dozier-C. Santana)
401344473,MIL,E," Urías (15, fielding)"
401344473,MIL,Assists, Yelich (Nido at 2nd base)
401344473,NYM,DP, 1 (McNeil-Lindor-Alonso)
401228346,TB,E," Franco (4, fielding)"
401228346,TB,DP, 1 (Walls-Brosseau-Díaz)
401228343,BOS,DP, 1 (Bogaerts-Arroyo-Dalbec)
401228343,LAA,E," Cishek (1, throw)"
401228343,LAA,DP, 2 (Fletcher-J. Iglesias-Walsh 2)
401228349,LAD,E," Barnes (6, catcher's interference); Lux (8, fielding)"
401228349,LAD,Assists, Pollock (Cooper at Home)
401228355,TOR,DP," 2 (Hernández-Jansen , Bichette-Semien-Guerrero Jr.)"
401228355,TOR,Assists, Hernández (Wynns at Home)
401228355,BAL,DP, 1 (Valaika-Mountcastle)
401228350,MIL,DP," 2 (Peterson-Adames-Tellez , Adames-Peterson-Tellez)"
401228350,NYM,DP, 1 (Villar-Peraza-Alonso)
401228353,PHI,E," Gregorius (7, fielding)"
401228353,CHC,E," Wisdom (3, fielding)"
401228353,CHC,Assists, Pederson (Bohm at 2nd base)
401228352,OAK,E," Romo (1, catch); Pinder (1, throw)"
401228352,OAK,DP, 1 (Andrus-Kemp-Olson)
401228352,HOU,E," Altuve 2 (5, fielding, catch)"
401228352,HOU,DP, 1 (Brantley-Maldonado)
401228352,HOU,Assists, Brantley (Laureano at Home)
401228347,ARI,E," Ahmed (6, throw); Varsho (3, throw)"
401228347,ARI,DP," 2 (Ahmed-Escobar-Walker , Escobar-Ahmed-P. Smith)"
401228354,SF,DP, 1 (Crawford-Solano-Ruf)
401228351,NYY,DP, 1 (Urshela-LeMahieu-Voit)
401228356,SD,E," Profar (4, fielding); Pham (2, throw); Paddack (1, fielding)"
401228361,LAD,DP, 1 (Lux-Taylor-Muncy)
401228361,MIA,E," Berti (9, throw); Chisholm Jr. (13, fielding)"
401228363,OAK,DP, 1 (Andrus-Kemp-Olson)
401228363,HOU,E," Toro (2, throw)"
401228358,COL,E," Fuentes (8, fielding)"
401228358,COL,DP, 1 (Story-Rodgers-Cron)
401228358,ARI,E," VanMeter (5, throw)"
401228362,SEA,DP, 1 (Seager-Moore-France)
401228360,KC,DP, 1 (Merrifield-Lopez-Dozier)
401228360,CLE,E," Rosario (6, throw)"
401228360,CLE,DP," 2 (A. Rosario-Hernandez-Bradley , A. Rosario-Bradley)"
401228364,PHI,DP," 2 (Segura-Gregorius-Miller , Miller-Gregorius-Miller)"
401228357,CIN,DP, 1 (Suárez-India-Votto)
401228357,CIN,Assists, Naquin (Urías at Home)
401228357,MIL,E," Peterson (1, fielding)"
401228357,MIL,DP, 1 (Adames-Peterson-Hiura)
401228359,DET,E," W. Castro (9, fielding)"
401228359,MIN,DP," 2 (Celestino-Polanco , Polanco-Simmons-Sanó)"
401228359,MIN,Assists, Celestino (Cabrera at 2nd base)
401228367,SD,E," Grisham (4, throw); Tatis Jr. (19, fielding)"
401228367,SD,DP, 1 (Tatis Jr.-Cronenworth-Hosmer)
401228380,CHC,E," Contreras (4, throw); Hoerner (2, throw)"
401228371,CHW,E," García (4, throw)"
401228371,CHW,DP, 1 (Anderson-García-Abreu)
401228371,BAL,E," Gutierrez (10, throw)"
401228375,KC,E," Taylor (2, throw)"
401228375,KC,DP, 1 (Lopez-Perez)
401228375,CLE,E," Bradley (1, fielding)"
401228375,CLE,DP, 1 (Hernandez-J. Ramírez-Bradley)
401228378,BOS,E," Richards (2, throw); E. Hernández (6, fielding)"
401228378,BOS,DP, 1 (Richards-Bogaerts-Dalbec)
401228379,NYM,DP, 1 (Lindor-McNeil-Alonso)
401228381,TOR,E," Biggio (9, fielding)"
401228381,TOR,PB, McGuire
401228381,TB,PB, Zunino
401228377,OAK,DP," 2 (Irvin-Kemp-Olson , Chapman-Andrus-Olson)"
401228377,TEX,DP," 2 (Gallo-Ibáñez , Ibáñez)"
401228377,TEX,Assists, Gallo (Laureano at 1st base)
401228372,CIN,DP," 2 (Farmer-India-Votto , Suárez-Farmer-Votto)"
401228372,CIN,Assists, Aquino (Peterson at 2nd base)
401228372,MIL,E," García (2, throw)"
401228372,MIL,DP, 1 (Urías-Adames-Hiura)
401228372,MIL,Assists, Yelich (Aquino at 3rd base)
401228374,MIN,E," Sanó (7, catch)"
401228374,MIN,DP," 3 (Rortvedt-Arraez , Polanco-Sanó , Donaldson-Arraez-Sanó)"
401228376,HOU,E," Toro (3, throw)"
401228376,HOU,DP, 2 (R. García-Altuve-Gurriel 2)
401228382,WSH,DP, 1 (Turner-Escobar-Bell)
401228382,SF,E," Solano (4, fielding)"
401228382,SF,DP," 2 (Crawford-Solano-Ruf , Solano-Crawford-Ruf)"
401228382,SF,Assists, Duggar (Parra at Home)
401228368,LAA,E," Rengifo (7, fielding)"
401228368,SEA,DP, 1 (Seager-Moore-France)
401228369,LAD,E," J. Turner (7, fielding); Muncy (2, fielding)"
401228373,COL,DP," 2 (Owings-Story-Cron , Story-Owings-Cron)"
401228373,COL,Assists, Blackmon (Machado at 2nd base)
401228373,COL,PB, Díaz
401228396,TB,E," Walls (2, fielding)"
401228396,TB,DP, 1 (Walls-Wendle-Choi)
401228389,DET,E," Goodrum (8, fielding); Haase (4, fielding)"
401228386,CHW,E," Sheets (1, throw)"
401228386,CHW,DP, 1 (Abreu)
401228386,BAL,DP," 2 (Wynns-Urías , Leyba-Urías-Mountcastle)"
401228392,OAK,DP," 2 (Olson-Chapman-Olson , Andrus-Wilson-Olson)"
401228392,TEX,E," Solak (4, fielding)"
401228392,TEX,DP, 1 (Kiner-Falefa-Solak-Lowe)
401228397,WSH,E," Parra (1, fielding); Castro (12, fielding)"
401228385,ATL,E," Arcia (1, fielding); Heredia (3, fielding)"
401228385,MIA,E," Rogers (2, throw)"
401228393,PHI,E," Knapp (1, throw)"
401228393,PHI,DP, 1 (Bohm-Segura-Hoskins)
401228393,BOS,DP, 1 (Arroyo-Bogaerts-Dalbec)
401228394,NYM,DP, 1 (Lindor-Alonso)
401228390,KC,E," Taylor (3, fielding)"
401228390,KC,DP," 2 (Dozier-Merrifield-C. Santana , Merrifield-Lopez-C. Santana)"
401228390,KC,Assists, Taylor (Reyes at Home)
401228390,CLE,E," Hernandez (7, fielding); Bradley (2, fielding)"
401228390,CLE,DP, 1 (A. Rosario-Hernandez-Bradley)
401228390,CLE,Assists, Mercado (Soler at 2nd base)
401228387,CIN,DP, 1 (Suárez-India-Votto)
401228387,CIN,Assists, Winker (Narváez at Home)
401228391,NYY,DP, 1 (LeMahieu-Torres-Voit)
401228391,HOU,DP, 1 (Altuve-Gurriel)
401228395,STL,E," Molina (3, dropped foul ball)"
401228395,STL,DP," 2 (Carpenter-Goldschmidt , DeJong-Carpenter-Goldschmidt)"
401228395,CHC,E," Alcántara (2, throw)"
401228384,ARI,E," Peralta (3, fielding)"
401228384,ARI,DP," 2 (Ahmed-Rojas-Walker , An. Young-Ahmed-Walker)"
401228388,COL,DP, 1 (Hampson-Owings-Cron)
401228388,SD,E," Hosmer (6, fielding)"
401228401,CHW,E," Zavala (1, throw)"
401228401,BAL,DP, 1 (Hays-Gutierrez)
401228401,BAL,Assists, Hays (Moncada at 3rd base)
401228400,ATL,E," K. Smith (1, throw)"
401228400,ATL,DP, 1 (Albies-Swanson-Freeman)
401228408,PHI,E," Sánchez (1, throw)"
401228408,PHI,DP, 1 (Segura-Gregorius-Hoskins)
401228408,PHI,Assists, McCutchen (Vázquez at 2nd base)
401228408,BOS,E," Ottavino (2, throw); Renfroe (5, throw); Devers (13, fielding)"
401228408,BOS,DP, 1 (E. Hernández-Dalbec)
401228408,BOS,Assists, E. Hernández (Segura at 1st base)
401228409,PIT,DP," 2 (Castro-Nogowski , Frazier-Newman-Nogowski)"
401228409,NYM,DP," 2 (Lindor-McNeil-Alonso , Eickhoff-McNeil-Alonso)"
401228411,TB,DP, 1 (Choi)
401228402,CIN,DP, 1 (Castillo-Votto)
401228402,MIL,DP," 2 (Peterson-Adames-Tellez , Urías-Peterson-Tellez)"
401228404,DET,DP, 1 (Baddoo-Schoop)
401228404,DET,Assists, Baddoo (Jeffers at 1st base)
401228404,MIN,DP, 1 (Jeffers-Polanco)
401228406,NYY,DP, 1 (LeMahieu-Urshela-Voit)
401228406,HOU,E," R. García (1, fielding)"
401228406,HOU,DP, 1 (Toro-Altuve-Gurriel)
401228407,OAK,DP, 1 (Andrus-Lowrie-Olson)
401228407,TEX,E," Lowe (5, fielding)"
401228412,WSH,DP, 1 (Escobar-Bell)
401228412,WSH,PB, Barrera
401228412,SF,E," Wade Jr (3, catch)"
401228412,SF,DP, 1 (Crawford-Solano-Wade Jr)
401228398,SEA,PB, Raleigh
401228399,ARI,E," Reddick (1, fielding)"
401228399,ARI,DP, 1 (Escobar-VanMeter-Walker)
401228399,ARI,Assists, Reddick (Smith at 3rd base)
401228399,LAD,E," J. Turner (8, fielding)"
401228399,LAD,Assists, Pollock (VanMeter at 2nd base)
401228403,COL,E," Díaz (4, throw)"
401228403,COL,DP, 1 (Hampson-Story-Cron)
401228403,SD,E," Machado (5, throw); Cronenworth (7, throw); Weathers (2, fielding)"
401228403,SD,DP, 1 (Machado-Cronenworth-Hosmer)
401227036,AL,E," García (1, fielding)"
401227036,AL,DP, 1 (Bogaerts-Guerrero Jr.)
401227036,AL,PB, Zunino
401227036,NL,E," Crawford (1, fielding)"
401227036,NL,DP, 1 (Tatis Jr.-Frazier-Freeman)
401343177,MIA,E," Chisholm Jr. (15, fielding)"
401343177,MIA,DP, 1 (Rojas-Aguilar)
401343177,PHI,DP, 1 (Torreyes-Segura-Hoskins)
401228415,BOS,E," Dalbec (7, catch)"
401228415,BOS,DP, 1 (Devers-Arroyo-Dalbec)
401228415,NYY,E," Chapman (3, throw)"
401228415,NYY,PB, Sánchez
401228423,PIT,E," Newman (1, fielding)"
401228423,PIT,DP," 2 (Frazier-Newman-Nogowski , Frazier-Newman-Nogowski)"
401228424,SD,DP, 1 (Cronenworth-Tatis Jr.-Hosmer)
401228424,SD,Assists, O'Grady (Soto at 2nd base)
401228424,WSH,E," Rivera (1, throw); Escobar (1, fielding); Hernández (1, fielding)"
401228421,MIL,E," Wong (1, fielding); Peterson (2, fielding)"
401228421,MIL,DP," 2 (Adames-Peterson , Wong-Adames-Peterson)"
401228421,CIN,E," India (9, fielding)"
401228420,MIA,E," Rojas (3, fielding); Chisholm Jr. (15, fielding)"
401228420,MIA,DP, 1 (Chisholm Jr.-Aguilar-Rojas)
401228420,PHI,E," Gregorius (8, fielding)"
401228414,BAL,E," Mullins (2, throw)"
401228414,KC,DP, 1 (Alberto-C. Santana)
401228414,KC,Assists, Dyson (Santander at 3rd base)
401228418,HOU,DP, 1 (Toro-Altuve-Gurriel)
401228419,LAD,DP," 2 (Taylor-Lux-Muncy , Turner-Taylor-Muncy)"
401228419,COL,E," Story (8, throw)"
401228425,SEA,E," Crawford (8, fielding); Moore (4, throw)"
401228425,SEA,DP, 1 (Moore-Crawford-France)
401228425,LAA,DP, 1 (Fletcher-Walsh)
401228416,CHC,DP," 2 (Rizzo , Rizzo-Báez)"
401228416,ARI,E," Holaday (1, throw)"
401228416,ARI,DP, 1 (Ahmed-Rojas-Walker)
401228417,OAK,DP, 1 (Andrus-Lowrie)
401347953,MIN,E," Donaldson (7, fielding)"
401347953,MIN,DP, 1 (Polanco-Simmons-Donaldson)
401347953,DET,E," Schoop (7, fielding)"
401347953,DET,DP, 1 (Short-Paredes-Schoop)
401228432,CLE,DP, 1 (J. Ramírez-Hedges-Bradley)
401228431,CHC,DP, 1 (Hoerner-Báez-Rizzo)
401228431,ARI,DP," 2 (Varsho-Ahmed , Ahmed-VanMeter-Walker)"
401228435,MIA,E," Rojas (4, fielding); Curtiss (1, throw)"
401228435,MIA,DP, 1 (Rojas-Aguilar)
401228435,PHI,DP, 1 (Segura-Gregorius-Hoskins)
401228437,DET,DP, 1 (Short-Castro-Schoop)
401228438,NYM,DP, 1 (McNeil-Guillorme-Alonso)
401228438,PIT,E," Hayes (2, fielding)"
401228438,PIT,DP," 4 (Reynolds-Nogowski , Frazier-Newman-Nogowski , Newman-Frazier-Nogowski 2)"
401228438,PIT,Assists, Reynolds (Nimmo at 1st base)
401228439,SD,E," Machado (6, throw)"
401228439,SD,DP," 2 (Tatis Jr.-Kim-Cronenworth , Machado-Kim-Cronenworth)"
401228439,WSH,E," Rivera (2, catcher's interference); Soto 2 (3, fielding, throw)"
401228439,WSH,DP," 4 (Escobar-Turner-Zimmerman 2, Zimmerman-Turner-Corbin , Mercer-Escobar-Zimmerman)"
401228429,BAL,DP, 1 (Urías-Valaika-Mancini)
401228436,MIL,E," Wong (1, throw); Peterson (3, fielding); Urías (16, fielding)"
401228436,MIL,DP, 1 (Urías-Wong-Peterson)
401228436,CIN,E," Brach (2, throw)"
401228436,CIN,DP, 1 (India-Farmer-Votto)
401228433,HOU,DP, 1 (Straw-Altuve)
401228433,HOU,Assists, Straw (García at 2nd base)
401228441,STL,E," O'Neill (7, fielding)"
401228441,STL,DP, 1 (DeJong-Edman-Goldschmidt)
401228442,TB,E," Phillips (3, fielding)"
401228442,ATL,PB, K. Smith
401228434,COL,PB, Nuñez
401228440,SEA,PB, Raleigh
401228435,MIA,E," Rojas (4, fielding); Curtiss (1, throw)"
401228435,MIA,DP, 1 (Rojas-Aguilar)
401228435,PHI,DP, 1 (Segura-Gregorius-Hoskins)
401228439,SD,E," Machado (6, throw)"
401228439,SD,DP," 2 (Tatis Jr.-Kim-Cronenworth , Machado-Kim-Cronenworth)"
401228439,WSH,E," Rivera (2, catcher's interference); Soto 2 (3, fielding, throw)"
401228439,WSH,DP," 4 (Escobar-Turner-Zimmerman 2, Zimmerman-Turner-Corbin , Mercer-Escobar-Zimmerman)"
401228453,NYM,E," Walker (1, fielding); Nido (3, fielding)"
401228453,NYM,DP, 1 (Villar-Alonso)
401228453,PIT,E," Polanco (3, throw)"
401228451,MIL,E," Tellez (3, throw)"
401228451,MIL,DP, 1 (Tellez-Adames-Tellez)
401228451,CIN,E," Akiyama (2, fielding)"
401228451,CIN,DP, 1 (Suárez-India-Votto)
401228452,DET,E," Paredes (2, fielding)"
401228452,DET,DP," 4 (Candelario-Schoop , Rogers-Short , Candelario-Short-Schoop 2)"
401228452,DET,Assists, Baddoo (Larnach at 2nd base)
401228457,TB,E," Lowe (6, fielding)"
401228457,TB,DP, 1 (Franco-Lowe-Díaz)
401228450,MIA,DP, 1 (Panik-Cooper)
401228450,MIA,PB," Alfaro ( 2,)"
